ETF,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity,Out_Sentiment
SCHF,0.21544702728285697,0.1,0.5574824356132381,0.7924643584521386,0.8735865058559953,0.8385503238084806,0.6128883707060749
IXUS,0.21810252853566614,0.14571428571428577,0.5408634808924051,0.7476578411405297,0.6563178977521558,,0.6711860864332517
SCHG,0.4362981732506716,0.11142857142857145,0.7152542341909099,0.18757637474541752,0.8577856065870402,0.38695455727918726,0.7725223712594798
IWR,0.346700376522684,0.2714285714285716,0.47495231724121767,0.36069246435845215,0.6330716417945124,0.991177074633405,0.14534030372796117
XLF,0.2706873402431791,0.1571428571428572,0.5873707882894648,0.4258655804480652,0.9124035414307975,0.10364746635267057,0.1
SMH,0.8546118670129272,0.46571428571428597,1.0,0.1590631364562118,0.8640654866758607,0.11132439722332517,0.7626964788940499
QUAL,0.2802262860768688,0.23714285714285727,0.5780238254661034,0.29959266802443996,0.6053512849965186,0.67294795788436,0.8939243662036155
VV,0.3028413082048799,0.1,0.6215488761030993,0.33014256619144605,0.5101507774998104,0.7071799225050317,0.1
IVE,0.24316005926184908,0.2714285714285716,0.48987182417598496,0.43401221995926687,0.5497003426506211,1.0,0.5906563221138994
IWB,0.30166453815488414,0.23714285714285727,0.6065498788686612,0.31588594704684325,0.5708981968616006,0.7495940413762887,0.5256971155783485
DIA,0.23074706747023277,0.24857142857142872,0.48678540771290424,0.4095723014256619,0.7192959538640116,0.5809603351725838,0.13612369405841915
VONG,0.42923225836471074,0.1342857142857143,0.6929942092382653,0.2038696537678208,0.5833527570255541,0.34635184906280375,0.6306001219639964
XLE,0.42249267239283256,0.1571428571428572,0.6000536026541842,0.5969450101832994,0.8835783860738772,0.1,0.1
